SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Sentiment,Calculated_Score
10,37,559,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",3,3,2,13,16,,SYBCOM,BACHELOR OF COMMERCE,Negative,3.972972972972973
11,37,559,Your mentor does a necessary follow-up with an assigned task to you.,3,4,6,10,14,,SYBCOM,BACHELOR OF COMMERCE,Neutral,3.7567567567567566
12,37,559,The teachers illustrate the concepts through examples and applications.,2,7,4,10,14,,SYBCOM,BACHELOR OF COMMERCE,Neutral,3.72972972972973
13,37,559,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,3,8,12,13,,SYBCOM,BACHELOR OF COMMERCE,Neutral,3.891891891891892
14,37,559,Teachers are able to identify your weaknesses and help you to overcome them.,2,6,7,11,11,,SYBCOM,BACHELOR OF COMMERCE,Positive,3.6216216216216215
15,37,559,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",2,5,7,14,9,,SYBCOM,BACHELOR OF COMMERCE,Neutral,3.6216216216216215
16,37,559,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,7,5,16,8,,SYBCOM,BACHELOR OF COMMERCE,Neutral,3.6216216216216215
17,37,559,Teachers encourage you to participate in extracurricular activities.,1,4,8,15,9,,SYBCOM,BACHELOR OF COMMERCE,Neutral,3.72972972972973
18,37,559,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",4,6,3,14,10,,SYBCOM,BACHELOR OF COMMERCE,Positive,3.5405405405405403
19,37,559,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",9,8,9,7,4,,SYBCOM,BACHELOR OF COMMERCE,Neutral,2.7027027027027026
20,37,559,The overall quality of the teaching-learning process in your institute is very good.,1,2,8,16,10,,SYBCOM,BACHELOR OF COMMERCE,Positive,3.864864864864865
1,7,123,How much of the syllabus was covered in the class?,0,0,1,4,2,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.142857142857143
2,7,123,How well did the teachers prepare for the classes?,0,0,0,3,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.571428571428571
3,7,123,How well were the teachers able to communicate?,0,0,2,2,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.142857142857143
4,7,123,The teachers approach to teaching can best be described as,0,0,1,3,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.285714285714286
5,7,123,Fairness of the internal evaluation process by the teachers.,0,0,1,2,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.428571428571429
6,7,123,Was your performance in assignments discussed with you?,0,0,1,1,5,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.571428571428571
7,7,123,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,1,3,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Negative,4.285714285714286
8,7,123,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,1,4,2,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.142857142857143
9,7,123,The institution provides multiple opportunities to learn and grow.,0,0,1,2,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.428571428571429
10,7,123,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,2,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Negative,4.428571428571429
11,7,123,Your mentor does a necessary follow-up with an assigned task to you.,0,0,0,2,5,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.714285714285714
12,7,123,The teachers illustrate the concepts through examples and applications.,0,0,1,2,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.428571428571429
13,7,123,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,4,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.428571428571429
14,7,123,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,3,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.571428571428571
15,7,123,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.428571428571429
16,7,123,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,2,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.428571428571429
17,7,123,Teachers encourage you to participate in extracurricular activities.,1,0,0,3,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.0
18,7,123,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,3,4,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.571428571428571
19,7,123,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,6,0,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,3.7142857142857144
20,7,123,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,4,3,,SYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.428571428571429
1,7,159,How much of the syllabus was covered in the class?,0,1,3,1,2,,SYBSC,BACHELOR OF SCIENCE,Positive,3.5714285714285716
2,7,159,How well did the teachers prepare for the classes?,0,0,3,3,1,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.7142857142857144
3,7,159,How well were the teachers able to communicate?,0,2,2,2,1,,SYBSC,BACHELOR OF SCIENCE,Positive,3.2857142857142856
4,7,159,The teachers approach to teaching can best be described as,0,2,4,1,0,,SYBSC,BACHELOR OF SCIENCE,Positive,2.857142857142857
5,7,159,Fairness of the internal evaluation process by the teachers.,0,3,1,1,2,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.2857142857142856
6,7,159,Was your performance in assignments discussed with you?,1,2,2,2,0,,SYBSC,BACHELOR OF SCIENCE,Neutral,2.7142857142857144
7,7,159,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,3,0,2,2,,SYBSC,BACHELOR OF SCIENCE,Negative,3.4285714285714284
8,7,159,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,3,2,0,,SYBSC,BACHELOR OF SCIENCE,Positive,3.0
9,7,159,The institution provides multiple opportunities to learn and grow.,0,2,2,3,0,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.142857142857143
10,7,159,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,2,1,1,,SYBSC,BACHELOR OF SCIENCE,Negative,3.0
11,7,159,Your mentor does a necessary follow-up with an assigned task to you.,0,1,4,0,2,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.4285714285714284
12,7,159,The teachers illustrate the concepts through examples and applications.,0,3,1,1,2,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.2857142857142856
13,7,159,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,2,1,,SYBSC,BACHELOR OF SCIENCE,Neutral,2.857142857142857
14,7,159,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,2,2,1,,SYBSC,BACHELOR OF SCIENCE,Positive,3.142857142857143
15,7,159,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,6,1,0,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.142857142857143
16,7,159,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,1,2,1,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.142857142857143
17,7,159,Teachers encourage you to participate in extracurricular activities.,0,0,4,1,2,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.7142857142857144
18,7,159,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,2,2,1,,SYBSC,BACHELOR OF SCIENCE,Positive,3.2857142857142856
19,7,159,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,4,2,0,,SYBSC,BACHELOR OF SCIENCE,Neutral,3.0
20,7,159,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,2,1,,SYBSC,BACHELOR OF SCIENCE,Positive,3.4285714285714284
1,27,48,How much of the syllabus was covered in the class?,1,4,7,9,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,3.5555555555555554
2,27,48,How well did the teachers prepare for the classes?,1,5,5,10,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.5555555555555554
3,27,48,How well were the teachers able to communicate?,1,7,3,6,10,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,3.6296296296296298
4,27,48,The teachers approach to teaching can best be described as,2,5,11,3,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,3.2222222222222223
5,27,48,Fairness of the internal evaluation process by the teachers.,3,4,4,11,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.4074074074074074
6,27,48,Was your performance in assignments discussed with you?,1,7,3,9,7,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.5185185185185186
7,27,48,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,4,6,9,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Negative,3.4814814814814814
8,27,48,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,7,2,9,7,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,3.4444444444444446
9,27,48,The institution provides multiple opportunities to learn and grow.,4,2,7,5,9,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.4814814814814814
10,27,48,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",6,3,6,8,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Negative,3.037037037037037
11,27,48,Your mentor does a necessary follow-up with an assigned task to you.,0,6,9,8,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.3703703703703702
12,27,48,The teachers illustrate the concepts through examples and applications.,2,4,10,9,2,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.185185185185185
13,27,48,The teachers identify your strengths and encourage you to provide the proper level of challenges.,4,3,5,7,8,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.4444444444444446
14,27,48,Teachers are able to identify your weaknesses and help you to overcome them.,5,8,3,6,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,2.925925925925926
15,27,48,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,7,6,7,6,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.3703703703703702
16,27,48,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",2,6,9,5,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.185185185185185
17,27,48,Teachers encourage you to participate in extracurricular activities.,4,4,6,10,3,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.1481481481481484
18,27,48,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",2,4,11,6,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,3.2222222222222223
19,27,48,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,4,7,10,5,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Neutral,3.5185185185185186
20,27,48,The overall quality of the teaching-learning process in your institute is very good.,1,4,10,8,4,,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,Positive,3.3703703703703702
1,17,118,How much of the syllabus was covered in the class?,0,2,6,5,4,,TYBA,BACHELOR OF ARTS,Positive,3.6470588235294117
2,17,118,How well did the teachers prepare for the classes?,0,0,3,5,9,,TYBA,BACHELOR OF ARTS,Neutral,4.352941176470588
3,17,118,How well were the teachers able to communicate?,0,0,2,5,10,,TYBA,BACHELOR OF ARTS,Positive,4.470588235294118
4,17,118,The teachers approach to teaching can best be described as,0,1,5,5,6,,TYBA,BACHELOR OF ARTS,Positive,3.9411764705882355
5,17,118,Fairness of the internal evaluation process by the teachers.,0,0,2,4,11,,TYBA,BACHELOR OF ARTS,Neutral,4.529411764705882
6,17,118,Was your performance in assignments discussed with you?,0,0,2,2,13,,TYBA,BACHELOR OF ARTS,Neutral,4.647058823529412
7,17,118,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,3,3,11,,TYBA,BACHELOR OF ARTS,Negative,4.470588235294118
8,17,118,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,2,7,8,,TYBA,BACHELOR OF ARTS,Positive,4.352941176470588
9,17,118,The institution provides multiple opportunities to learn and grow.,0,0,5,9,3,,TYBA,BACHELOR OF ARTS,Neutral,3.8823529411764706
10,17,118,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,2,1,1,13,,TYBA,BACHELOR OF ARTS,Negative,4.470588235294118
11,17,118,Your mentor does a necessary follow-up with an assigned task to you.,0,2,4,3,8,,TYBA,BACHELOR OF ARTS,Neutral,4.0
12,17,118,The teachers illustrate the concepts through examples and applications.,0,2,5,3,7,,TYBA,BACHELOR OF ARTS,Neutral,3.8823529411764706
13,17,118,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,4,6,6,,TYBA,BACHELOR OF ARTS,Neutral,3.9411764705882355
14,17,118,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,4,1,10,,TYBA,BACHELOR OF ARTS,Positive,4.0588235294117645
15,17,118,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,1,2,11,3,,TYBA,BACHELOR OF ARTS,Neutral,3.9411764705882355
16,17,118,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,2,3,9,,TYBA,BACHELOR OF ARTS,Neutral,4.0588235294117645
17,17,118,Teachers encourage you to participate in extracurricular activities.,0,0,4,8,5,,TYBA,BACHELOR OF ARTS,Neutral,4.0588235294117645
18,17,118,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,3,2,4,8,,TYBA,BACHELOR OF ARTS,Positive,4.0
19,17,118,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,2,3,9,3,,TYBA,BACHELOR OF ARTS,Neutral,3.764705882352941
20,17,118,The overall quality of the teaching-learning process in your institute is very good.,0,1,4,7,5,,TYBA,BACHELOR OF ARTS,Positive,3.9411764705882355
1,39,331,How much of the syllabus was covered in the class?,2,5,8,8,16,,TYBCOM,BACHELOR OF COMMERCE,Positive,3.7948717948717947
2,39,331,How well did the teachers prepare for the classes?,0,2,10,21,6,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.7948717948717947
3,39,331,How well were the teachers able to communicate?,1,2,6,9,21,,TYBCOM,BACHELOR OF COMMERCE,Positive,4.205128205128205
4,39,331,The teachers approach to teaching can best be described as,1,2,11,14,11,,TYBCOM,BACHELOR OF COMMERCE,Positive,3.8205128205128207
5,39,331,Fairness of the internal evaluation process by the teachers.,1,6,8,8,16,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.8205128205128207
6,39,331,Was your performance in assignments discussed with you?,1,7,8,9,14,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.717948717948718
7,39,331,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,5,11,6,15,,TYBCOM,BACHELOR OF COMMERCE,Negative,3.6923076923076925
8,39,331,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",4,6,6,12,11,,TYBCOM,BACHELOR OF COMMERCE,Positive,3.5128205128205128
9,39,331,The institution provides multiple opportunities to learn and grow.,2,5,9,11,12,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.6666666666666665
10,39,331,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,6,7,11,15,,TYBCOM,BACHELOR OF COMMERCE,Negative,3.8974358974358974
11,39,331,Your mentor does a necessary follow-up with an assigned task to you.,4,7,5,5,18,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.6666666666666665
12,39,331,The teachers illustrate the concepts through examples and applications.,3,5,4,10,17,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.8461538461538463
13,39,331,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,4,5,15,13,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.8461538461538463
14,39,331,Teachers are able to identify your weaknesses and help you to overcome them.,3,3,8,13,12,,TYBCOM,BACHELOR OF COMMERCE,Positive,3.717948717948718
15,39,331,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",3,4,9,15,8,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.5384615384615383
16,39,331,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",2,7,11,11,8,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.41025641025641
17,39,331,Teachers encourage you to participate in extracurricular activities.,0,5,13,11,10,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.6666666666666665
18,39,331,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,4,8,14,13,,TYBCOM,BACHELOR OF COMMERCE,Positive,3.923076923076923
19,39,331,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",7,3,13,5,11,,TYBCOM,BACHELOR OF COMMERCE,Neutral,3.2564102564102564
20,39,331,The overall quality of the teaching-learning process in your institute is very good.,1,5,4,14,15,,TYBCOM,BACHELOR OF COMMERCE,Positive,3.948717948717949
1,4,105,How much of the syllabus was covered in the class?,0,0,3,0,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,3.5
2,4,105,How well did the teachers prepare for the classes?,0,0,0,3,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.25
3,4,105,How well were the teachers able to communicate?,0,0,0,3,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.25
4,4,105,The teachers approach to teaching can best be described as,0,0,3,0,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,3.5
5,4,105,Fairness of the internal evaluation process by the teachers.,0,0,1,2,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.0
6,4,105,Was your performance in assignments discussed with you?,0,0,2,0,2,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.0
7,4,105,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,1,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Negative,3.75
8,4,105,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,1,1,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,3.5
9,4,105,The institution provides multiple opportunities to learn and grow.,0,0,0,3,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.25
10,4,105,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,1,2,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Negative,4.25
11,4,105,Your mentor does a necessary follow-up with an assigned task to you.,3,0,0,0,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,2.0
12,4,105,The teachers illustrate the concepts through examples and applications.,0,0,0,1,3,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.75
13,4,105,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,3,0,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,3.5
14,4,105,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,1,3,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.75
15,4,105,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,0,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.0
16,4,105,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,0,2,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,3.75
17,4,105,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,4.25
18,4,105,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,4.0
19,4,105,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,2,0,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Neutral,3.0
20,4,105,The overall quality of the teaching-learning process in your institute is very good.,0,1,0,2,1,,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Positive,3.75
1,9,170,How much of the syllabus was covered in the class?,0,0,0,3,6,,TYBSC,BACHELOR OF SCIENCE,Positive,4.666666666666667
2,9,170,How well did the teachers prepare for the classes?,0,0,0,3,6,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.666666666666667
3,9,170,How well were the teachers able to communicate?,0,0,0,0,9,,TYBSC,BACHELOR OF SCIENCE,Positive,5.0
4,9,170,The teachers approach to teaching can best be described as,0,0,0,2,7,,TYBSC,BACHELOR OF SCIENCE,Positive,4.777777777777778
5,9,170,Fairness of the internal evaluation process by the teachers.,0,0,1,2,6,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.555555555555555
6,9,170,Was your performance in assignments discussed with you?,0,0,1,2,6,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.555555555555555
7,9,170,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,1,3,0,4,,TYBSC,BACHELOR OF SCIENCE,Negative,3.5555555555555554
8,9,170,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,2,4,,TYBSC,BACHELOR OF SCIENCE,Positive,4.111111111111111
9,9,170,The institution provides multiple opportunities to learn and grow.,0,0,1,1,7,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.666666666666667
10,9,170,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,2,6,,TYBSC,BACHELOR OF SCIENCE,Negative,4.444444444444445
11,9,170,Your mentor does a necessary follow-up with an assigned task to you.,0,0,1,1,7,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.666666666666667
12,9,170,The teachers illustrate the concepts through examples and applications.,0,0,0,1,8,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.888888888888889
13,9,170,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,1,7,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.555555555555555
14,9,170,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,0,2,5,,TYBSC,BACHELOR OF SCIENCE,Positive,4.0
15,9,170,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,2,7,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.777777777777778
16,9,170,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,0,2,6,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.333333333333333
17,9,170,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,6,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.666666666666667
18,9,170,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,6,,TYBSC,BACHELOR OF SCIENCE,Positive,4.555555555555555
19,9,170,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,1,3,5,,TYBSC,BACHELOR OF SCIENCE,Neutral,4.444444444444445
20,9,170,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,2,6,,TYBSC,BACHELOR OF SCIENCE,Positive,4.555555555555555
